zd,zz
 广泛性焦虑障碍 ,焦虑障碍:61 焦虑:61 眠差:51 心烦:50 不适:48 女性:46 担心:45 社会功能受损:45 幻觉:44 妄想:44 紧张:44 高血压:41 冠心病:41 痛苦:40 糖尿病:36 精神病性症状:35 甲亢:35 多想:31 多虑:30 抑郁症:28 躯体不适:27 胸闷:26 器质性疾病:22 躯体疾病的继发性焦虑:22 心慌:21 接触合作:20 多思:20 加重:19 急躁:18 消极:18 性格内向:18 头昏:17 质性精神障碍:17 精神障碍:16 兴趣下降:16 害怕:15 头痛:15 精神异常:14 男性:14 头晕:14 乏力:12 强迫:12 胃炎:12 高血压病:12 无意识:11 手术史:11 肿瘤:11 胃部不适:11 烦躁:11 非成瘾药物精神活性物质戒断:11 肝炎:10 强迫症:10 胆小:10 戒断反应:10 病情加重:10 乙肝:10 外伤史:10 睡眠障碍:9 恐惧症:9 坐立不安:9 精神分裂症:8 感冒:8 不悦:8 自行停药:8 少眠:8 入睡困难:7 抑郁障碍:7 抑郁:7 性格偏内向:7 疑病症:6 器质性障碍:6 手术治疗:6 易发脾气:6 脑外伤:6 病情反复:6 继发性焦虑:6 甲状腺功能亢进:6 出汗:6 强迫障碍:6 兴奋:6 停药:6 嗜铬细胞瘤:6 心慌不适:5 受损:5 睡不着:5 吸烟:5 焦虑状态:5 发麻:5 失眠:5 饮酒:5 抑郁发作:5 高血压史:5 胃口差:4 头胀:4 消瘦:4 剖腹产:4 恶心:4 脑器质性病变:4 脂肪肝:4 无力:4 胃胀:4 肺结核:4 意志活动减退:4 精神活性物质滥用史:4 睡眠差:4 进食:3 甲状腺机能亢进:3 躯体症状:3 酸痛:3 发冷:3 睡眠障碍等:3 少语:3 胆囊息肉:3 开心:3 不眠:3 气闷:3 轻度异常:3 早醒:3 身上不适:3 阑尾炎:3 增生:3 易疲劳:3 发脾气:3 子宫肌瘤:3 胸闷气急:3 吵架:3 眠浅:3 阑尾切除术:3 压力大:3 发热:3 心脏神经官能症:3 肾囊肿:3 胸口难受:2 全身不适:2 胆囊切除术:2 食欲差:2 纤维瘤:2 手术瘢痕:2 颈椎病:2 甲状腺结节:2 多汗:2 胆囊炎:2 便秘:2 纳差:2 囊肿:2 甲减:2 酸痛不适:2 精力下降:2 黄疸:2 受惊吓:2 青霉素过敏史:2 皮疹:2 意志力减退:2 兴趣差:2 手抖:2 骨折:2 打嗝:2 尿频:2 摔倒:2 发抖:2 颈椎退行性变:2 胃发胀:2 紧张不安:2 腹胀:2 疼痛:2 悲观:1 息肉:1 心情差:1 甲状腺回声增粗:1 反应迟钝:1 破裂:1 症状加重:1 痔疮:1 恐惧:1 房早:1 胆汁反流:1 脑出血:1 咽部:1 陈旧性手术疤痕:1 节育环:1 腰椎:1 异型增生:1 甲肝病史:1 肝功能异常:1 心动过缓:1 做事比较着急:1 两肺转移:1 心神不定:1 做恶梦:1 腰部肌肉拉伤:1 喉部堵塞感:1 十二指肠球部溃疡:1 躯体化障碍:1 惊恐发作:1 干咳:1 腰间盘突出:1 眩晕:1 剖宫产手术:1 隐痛:1 视力下降:1 腰痛:1 轻度胆囊炎:1 低热:1 精神活性物质所致精神和行为障碍:1 三尖瓣轻度反流:1 慢支:1 低钾血症:1 左室舒张功能减退:1 意志行为减退:1 双下肢乏力:1 情绪异常:1 气急:1 完全性右束支传导阻滞:1 心情不好:1 咳痰:1 呕吐:1 老年痴呆症:1 麻木:1 空想:1 斑块形成:1 ST-T改变:1 发闷:1 食欲下降:1 腰椎间盘突出症:1 肝癌:1 无兴趣:1 嗳气:1 畏寒:1 外伤:1 抽搐:1 晚上睡不好:1 四肢发麻:1 椎间盘突出:1 躯体疾病:1 大便稀、不成形:1 耳鸣:1 椎体:1 身上疼痛不适:1 肝囊肿:1 肛瘘:1 睡差:1 肺气肿:1 贫血:1 头晕稍好转:1 夜眠进一步减少:1 酸胀不适:1 阵发性胸口难受:1 左乳切除术:1 浅表性十二指肠球炎:1 乳腺癌:1 甲状腺功能减退:1 惊恐障碍:1 出血:1 心律不齐:1 慢性起病:1 前列腺手术:1 胸闷不适:1 睡眠渐加重:1 剖宫产:1 尿急:1 右肾小结石:1 头晕不适:1 双肾小结石:1 情绪低落:1 身上刺痛:1 夸大:1 双侧腺内结节:1 两眼发直:1 血压高:1 饮酒史:1 面瘫:1 反酸:1 椎间盘轻度膨出:1 脑积水:1 紧张担心:1 异物感:1 脾气差:1 阑尾手术史:1 血小板减少:1 结肠息肉:1 子宫切除术:1 急性出现:1 腰椎间盘突出:1 眠浅易醒:1 视物旋转:1 右侧颞部:1 胃体多发息肉:1 跛行:1 接触被动:1 病情复发:1 精神软:1 结肠癌:1 肝右叶囊肿:1 车祸:1 感染:1 晕厥:1 引产:1 隐性梅毒:1 食管炎:1 退变:1 硬膜下血肿:1 椎间盘轻度突出:1 咳嗽:1 颈动脉硬化:1 嘶哑:1 两侧筛窦炎:1 刺痛:1 
 帕金森病性痴呆 ,痴呆:3 肢体抖动:3 记忆力下降:3 肌张力增高:3 高血压:3 帕金森病:3 幻觉:3 妄想:3 记性差:2 眠差:2 动作慢:2 精神障碍:2 阿尔采末氏病性痴呆:2 精神异常:2 女性:2 淡漠:2 帕金森:2 心脏病:2 动作缓慢:2 不适:2 精神分裂症:2 高血压病:2 血管性痴呆:1 接触被动:1 精神病性症状:1 中毒:1 性格内向:1 受损:1 贫血:1 懒散:1 胡语:1 记忆差:1 胸闷:1 静止性肢体抖动:1 焦虑:1 心烦:1 记忆减退:1 联带运动减少:1 烟酒嗜好:1 心慌:1 不认识家人:1 糖尿病:1 忘记:1 男性:1 话少:1 肝炎:1 渐进性肢抖、动作慢:1 猜疑:1 进食:1 头晕:1 多饮:1 自语:1 注意力及警觉障碍:1 孤僻:1 脑外伤史:1 社会功能受损:1 自知力无:1 呛咳:1 大喊大叫:1 头晕乏力:1 记忆力减退:1 动脉粥样硬化:1 意志减退:1 摔倒:1 冠心病:1 发脾气:1 吞咽困难:1 帕金森氏病:1 
 化脓性胆管炎 ,进食:1 黑便:1 嗳气:1 胀痛:1 饮酒:1 多发结石:1 恶心:1 上腹压痛:1 胆囊切除术:1 出血:1 呕吐:1 副脾:1 消瘦:1 胃十二指肠溃疡:1 感染:1 急性起病:1 化脓:1 肿瘤:1 反酸:1 感染性休克:1 疼痛:1 血尿:1 腹痛:1 胰腺炎:1 黄疸:1 呕血:1 膈下游离性气体:1 
淋巴管炎,精神软:1 回声结节:1 红肿:1 肿块:1 寒战:1 触痛:1 出血:1 疼痛:1 皮疹:1 皮温高:1 淋巴结肿大:1 病理性杂音:1 咽充血:1 胀痛:1 肺呼吸音粗:1 浮肿:1 发热:1 畏寒:1 
良性阵发性位置性眩晕,浮肿:13 头晕:12 脉弦滑:12 精神软:11 苔薄黄:10 高血压病:6 男性:5 呕吐:5 女性:5 全腹及反跳痛:5 眩晕:5 剑突下压痛:4 视物旋转:4 脉滑:3 恶心:3 糖尿病:3 骨折:3 血压偏高:2 肺呼吸音粗:2 慢性病容:2 苔白腻:2 视物模糊:2 轻度压痛:2 右小腿较左小腿明显偏细:2 手术史:2 血糖控制欠佳:2 吸烟:2 加重:2 欲吐:1 桶状胸:1 双肺呼吸音稍粗:1 耳聋:1 头昏:1 双眼球震颤:1 阑尾切除术后:1 血小板增多:1 乏力:1 略充血:1 ST-T改变:1 心慌:1 听力明显下降:1 心界左下扩大:1 腹膨隆:1 病理性杂音:1 眩晕症:1 心律失常:1 心脏病:1 慢性阻塞性肺病:1 痔疮:1 息肉摘除术:1 心动过缓:1 脉细数:1 心音强弱不等:1 不适:1 脉滑数:1 冠心病:1 高血压:1 早搏:1 舌暗红:1 眩晕综合征:1 椎体:1 
复合型溃疡 HP+,精神软:1 焦虑:1 不适:1 腹胀:1 病理性杂音:1 高血压病:1 肺呼吸音粗:1 脉弦:1 
胆囊炎 胆囊结石,囊肿:1 胆囊炎:1 肝区叩击痛:1 腹痛:1 老年:1 轻压痛:1 高血压病:1 女性:1 
亚急性甲状腺炎,颈部疼痛:4 女性:4 精神软:2 桥本氏甲状腺炎:2 发热:2 触痛:2 浮肿:2 血糖偏高:1 颈痛:1 疼痛:1 湿罗音:1 甲状腺肿大:1 病理性杂音:1 回声改变:1 心肺听诊阴性:1 肺呼吸音粗:1 压痛明显:1 咽部:1 颈部肿块:1 双侧甲状腺Ⅰ°肿大:1 
胃窦多发息肉,男性:1 高血压:1 脉细滑:1 息肉:1 腹胀:1 肾结石:1 苔黄腻:1 精神软:1 轻压痛:1 浮肿:1 高血压病:1 胃炎:1 
滑膜炎,活动受限:3 肿胀:3 疼痛:2 精神软:1 腰部疼痛:1 外伤:1 局部压痛:1 骨擦感:1 肿块:1 心律绝对不齐:1 擦挫伤:1 膝关节:1 低热:1 囊肿:1 肤温高:1 轻压痛:1 肺呼吸音粗:1 红肿:1 边界欠清:1 
会厌囊肿,囊肿:6 不适:6 咽部:6 女性:4 会厌水肿:3 手术治疗:2 呼吸困难:2 梗塞感:2 发热:2 畏寒:2 咳嗽:1 声音嘶哑:1 增生:1 化脓:1 肿物:1 刺痛:1 肿胀:1 
副乳腺（异位乳腺,肿块:2 肾结石:1 胆囊炎:1 胆囊结石:1 脾肿大:1 双侧腋下副乳:1 双侧乳腺腺病:1 
脑肿瘤切除史,左侧肢体:1 抑郁:1 颅内肿瘤:1 偏瘫:1 高血压:1 神志淡漠:1 浮肿:1 高血压病:1 肿瘤:1 女性:1 
外阴囊肿,息肉:1 疼痛不适:1 肥大:1 中重度炎症:1 淋巴结肿大:1 浮肿:1 内稍高回声:1 剖宫产:1 破溃:1 外阴赘生物:1 
 惊恐障碍 ,精神病性症状:4 紧张:4 胸闷:4 焦虑:4 惊恐障碍:4 痛苦:4 心慌:4 害怕:4 幻觉:4 妄想:4 植物神经功能亢进:3 抑郁症:3 社会功能受损:3 惊恐发作:3 甲亢:2 性格内向:2 头昏:2 精神障碍:2 躯体形式障碍:2 精神异常:2 女性:2 躯体疾病的继发性惊恐发作:2 男性:2 恐惧症:2 担心:2 躯体疾病:2 恐惧:2 全身肌肉发紧感:1 躯体疾病的继发性焦虑:1 呼吸困难:1 高尿酸血症:1 肾积水:1 发麻:1 眠差:1 无兴趣:1 左室舒张功能减退:1 脂肪肝:1 消极:1 头痛:1 心烦:1 左输尿管中段结石:1 器质性疾病:1 前列腺钙化:1 眠浅:1 输尿管结石:1 发热:1 糖尿病:1 急躁:1 加重:1 精力下降:1 心悸:1 心脏病:1 兴趣减退:1 开心:1 三尖瓣轻度反流:1 情感低落:1 呼吸急促:1 胸闷不适:1 情绪低落:1 感染:1 眠浅易醒:1 乙肝:1 焦虑障碍:1 发作性濒死感:1 手术史:1 骨折:1 甲状腺功能减退病史:1 不适:1 意志力减退:1 颅外伤:1 冠心病:1 甲状腺功能异常:1 睡眠障碍:1 腹胀:1 高血压病:1 坐立不安:1 头皮挫裂伤:1 
 三叉神经痛 ,抽痛:2 男性:1 外伤史:1 糖尿病:1 疼痛:1 高血压:1 高血压病:1 心脏病:1 受损:1 肺呼吸音粗:1 肿瘤:1 
结肠梗阻,胃癌根治术:1 囊肿:1 上腹压痛:1 胸腔积液:1 肿块:1 腹胀:1 加重:1 腹痛:1 心包少量积液:1 胃术后改变:1 肠梗阻:1 
尿道旁腺囊肿,囊肿:2 浮肿:2 青年:1 肿块:1 女性:1 
结肠恶性肿瘤术后伴多发转移,腹痛:1 红肿:1 触痛:1 
哮喘,哮鸣音:3 肺呼吸音粗:3 咳嗽:3 加重:2 喘息:2 男性:2 哮喘:2 气促:2 咽充血:2 精神软:1 慢支:1 咯血:1 晕厥:1 胸闷气促:1 胸闷:1 咽部:1 肺气肿征象:1 老年:1 呼吸衰竭:1 略充血:1 肾功能正常:1 咳喘:1 呼吸急促:1 全腹及反跳痛:1 吸凹:1 病理性杂音:1 湿罗音:1 慢性阻塞性肺病:1 脉滑数:1 浮肿:1 高血压病:1 
转移性肿瘤,低回声实质性团块:1 两肺多发结节:1 淋巴结肿大:1 呼吸急促:1 绝经:1 多发结石:1 陈旧性手术疤痕:1 气喘:1 胃癌根治术:1 咳嗽:1 白细胞减少:1 加重:1 子宫前位:1 老年:1 纳差:1 精神软:1 自然绝经:1 保守治疗:1 肿瘤:1 阴道异常流血:1 息肉摘除术:1 乳腺癌:1 胸腔积液:1 胃癌术后:1 肝囊肿:1 肾囊肿:1 肝内低密度灶:1 浮肿:1 高血压病:1 心衰:1 畏寒:1 
肾上腺恶性肿瘤,增生:1 肿块:1 慢性病容:1 高血压:1 淋巴结肿大:1 女性:1 
陈旧性尺桡骨骨折,男性:1 陈旧手术疤痕:1 骨折:1 骨擦感:1 
下咽恶性肿瘤,鳞状细胞癌:2 咽部:2 咽痛:2 男性:2 吞咽困难:2 胃炎:1 进食:1 疼痛:1 咳嗽:1 咳痰:1 胸闷:1 骨擦感:1 声音嘶哑:1 房颤:1 慢性阻塞性肺病:1 不适:1 胃窦息肉:1 会厌水肿:1 冠心病:1 高血压病:1 心衰:1 气促:1 
左肺阻塞性肺炎,男性:1 慢支伴感染:1 右肺小结节:1 左肺呼吸音低:1 咳嗽:1 胸腔积液:1 痰血:1 肺气肿:1 病理性杂音:1 高血压病:1 肺占位:1 口唇轻度紫绀:1 发热:1 胸闷:1 
高级别宫颈上皮内瘤变（CINII级,腺肌症:1 上皮内瘤变:1 增大如孕:1 破碎:1 累:1 粘膜慢性炎伴湿疣样变:1 子宫前位:1 
强直性脊柱炎,肿胀:5 强直性脊柱炎:5 浮肿:4 高血压病:4 活动受限:3 脂肪肝:3 肝炎:3 膝关节:3 增生:3 腰椎:3 骨折:3 男性:2 腰痛:2 起搏器:2 糖尿病:2 肺大泡:2 关节痛:2 关节肿痛:2 腰部疼痛:2 女性:2 疼痛:2 起搏器植入术:2 左室舒张功能减退:2 息肉:1 腰背痛:1 痛风:1 椎间盘膨出:1 隐痛不适:1 便秘:1 加重:1 乏力:1 纳差:1 抑郁症病史:1 肝功能异常:1 消瘦:1 精神软:1 腰背部疼痛:1 胃底息肉:1 高血压:1 腹泻:1 乙肝:1 椎体:1 肿瘤:1 呛咳:1 异常Q波:1 双髋关节压痛:1 轻压痛:1 停药:1 肥胖:1 老年:1 畏寒:1 向前滑移:1 
肾上腺囊肿,囊肿:1 浮肿:1 
尿崩症,精神软:1 多饮:1 囊肿:1 呕吐:1 恶心:1 口干:1 女性:1 
胎膜早破,胎盘:3 胎儿:3 停经:3 孕妇:3 阴道流液:2 手术史:2 阴道见红:1 脐带绕颈一圈:1 脐带绕颈:1 腹痛:1 乙肝:1 剖宫产:1 
 卵巢囊肿 ,盆腔炎性包块:3 痛经:3 肿块:3 感染:3 病理性杂音:3 盆腔包块:3 肿瘤:3 手术治疗:3 囊肿:3 腹胀:3 浮肿:3 丙肝:2 子宫肌瘤:2 不适:2 乙肝:2 人工流产:1 左侧卵巢囊肿:1 双附件包块:1 宫颈糜烂:1 月经规则:1 腺肌症:1 未婚未育:1 子宫小肌瘤:1 腹痛:1 高血压病:1 人工流产术:1 
" 复发性抑郁障碍,目前为中度发作 ",抑郁障碍:17 不悦:17 抑郁症:16 眠差:15 消极:15 话多:15 情感低落:15 无意识:13 兴奋:13 质性精神障碍:13 抑郁:13 社会功能受损:12 焦虑:12 开心:11 兴趣差:11 痛苦:10 心烦:10 幻觉:10 病情反复:10 情绪低落:10 自我评价低:10 乏力:9 感冒:9 妄想:9 不适:9 冲动:8 精神病性症状:8 男性:8 自行停药:8 意志活动减退:8 女性:7 兴趣减退:7 胸闷:7 心境低落:7 情感障碍:7 性格内向:7 抑郁发作:7 器质性疾病:6 多虑:6 接触合作:6 担心:6 精力下降:6 忙碌:6 精神障碍:5 多想:5 躯体不适:5 多思:5 紧张:5 甲亢:5 少眠:5 高血压病:5 心情差:4 加重:4 害怕:4 癫痫:4 睡眠障碍:4 纳差:4 精神异常:4 糖尿病:4 骨折:4 心慌:4 兴趣下降:4 躯体症状:3 受损:3 消瘦:3 胃部不适:3 胆小:3 精神分裂症:3 胃炎:3 病情加重:3 意志减退:3 停药:3 做事情没兴趣:3 慢性起病:3 摔跤:2 肝炎:2 兴趣缺乏:2 肝功能异常:2 话少:2 悲观:2 少动:2 全身不适:2 手术史:2 懒动:2 心情不开心:2 血压偏高:2 睡眠障碍等:2 易发脾气:2 头晕:2 手术治疗:2 锥体外系病变:2 早醒:2 躁狂发作:2 肺气肿:2 情感高涨:2 意志力减退:2 慢性支气管炎:2 头晕不适:2 想死:2 囊肿:2 哭泣:2 动脉粥样硬化:2 懒散:2 做事没有兴趣:2 手抖:2 接触被动:2 压力大:2 高血压:2 头昏:2 坐立不安:2 皮炎:1 反应迟钝:1 体重下降:1 脂肪肝:1 脑萎缩:1 食欲下降:1 颈部发烫:1 胃溃疡:1 白内障:1 入睡困难:1 下颌不自主抖动:1 类风湿关节炎病史:1 胃口差:1 胸膜增厚:1 慢性阻塞性肺病:1 食欲差:1 输卵管结扎术:1 纤维瘤:1 跌倒:1 吸烟:1 胃溃疡病史:1 体重减轻:1 胃下垂:1 三尖瓣轻度反流:1 慢支:1 夸大:1 易疲劳:1 外伤史:1 左室舒张功能减退:1 肺呼吸音粗:1 乐趣丧失:1 气急:1 胸闷心悸:1 头皮发麻:1 咳痰:1 急躁:1 多发结石:1 背痛:1 眼干:1 不眠:1 打嗝:1 未坚持服药:1 脑炎:1 腰酸:1 吵架:1 甲状腺功能异常:1 嘴巴张不开:1 焦虑状态:1 酸胀不适:1 少语:1 亚急性:1 阑尾炎:1 肺气肿征象:1 情绪异常:1 自知力无:1 原发性冻结步态:1 无力:1 食欲减退:1 增生:1 肌张力增高:1 愉快感缺乏:1 轻度脑萎缩:1 下颌抖动:1 脑内铁沉积性神经变性病:1 失眠:1 消化道出血:1 血小板减少:1 躁狂:1 手麻:1 快感缺失:1 腰椎间盘突出:1 急性应激障碍:1 做事没兴趣:1 眠浅易醒:1 阑尾切除术:1 累:1 肝囊肿:1 反应慢:1 想哭:1 全身难受:1 车祸:1 感染:1 急性起病:1 意志行为减退:1 类风湿关节炎:1 记忆力差:1 咳嗽:1 冠心病:1 淤青:1 性格偏内向:1 
 痛风性关节炎 ,累:7 痛风性关节炎:7 关节肿痛:7 疼痛:7 痛风:6 肿胀:6 男性:6 晨僵:6 膝关节:5 反应性关节炎:5 感染:5 红肿:5 类风湿关节炎:5 活动受限:4 加重:4 关节畸形:4 皮疹:4 女性:4 眼干:3 高血压:3 骨关节炎:3 高血压病:3 胃炎:2 进食:2 肺呼吸音粗:2 胸闷:2 不适:2 精神软:1 空洞形成:1 夜尿增多:1 阵发性咳嗽:1 胃溃疡:1 中毒:1 腰背痛:1 红肿热痛:1 双下肢轻度水肿:1 慢性肾脏病3期:1 甲状腺机能减退:1 口干:1 龋齿:1 跛行:1 肺结核:1 酸痛:1 肿瘤:1 房颤:1 指间关节肿痛:1 干燥综合征:1 腰椎:1 糖尿病:1 咳痰:1 白细胞减少:1 心房纤颤:1 抗血小板聚集:1 肺间质病变:1 多发钙化灶:1 心功能不全:1 视物模糊:1 肝功能异常:1 局部压痛:1 增生:1 畏寒:1 高血压性心脏病:1 腹泻:1 心脏病:1 胸腔积液:1 心律失常:1 发热:1 反酸:1 哮喘:1 骨质疏松:1 HIV抗体阳性:1 慢性肾脏病:1 隐痛:1 右踝足内侧肿痛:1 干咳:1 膝活动受限:1 冠心病:1 起搏器植入术:1 腹痛:1 白细胞偏低:1 自行停药:1 心功能Ⅱ级:1 动脉粥样硬化:1 前列腺症:1 
 腰椎间盘突出 ,腰痛:3 椎间盘膨出:3 腰椎:3 腰腿痛:2 紧张:2 跛行:2 肿瘤:2 女性:2 腰椎间盘突出症:2 外伤:2 右下肢放射痛:1 发麻:1 动作慢:1 疼痛:1 腰椎退行性改变:1 胀痛:1 肝炎:1 退变:1 腰椎间盘突出:1 梨状肌综合征:1 腿酸:1 畏寒发热:1 累:1 加重:1 糖尿病:1 麻木:1 乏力:1 肢体抖动:1 增生:1 肌张力增高:1 右大腿痛:1 周围神经病:1 心脏病:1 压痛明显:1 手术史:1 手术治疗:1 高血压:1 肢体无力:1 消瘦:1 帕金森病:1 坐骨神经痛:1 椎体:1 血尿:1 
 急性上呼吸道感染 ,病理性杂音:3 肺呼吸音粗:2 发热:2 动脉粥样硬化:2 男性:1 低热:1 呼吸困难:1 阻塞性肺炎:1 无意识:1 肺结核:1 感冒:1 咯血:1 盗汗:1 流涕:1 抗感染治疗:1 中毒:1 脂肪肝:1 咽部:1 支气管肺癌:1 脑白质疏松:1 胡言乱语:1 恶心:1 咳嗽:1 咳痰:1 咽痛:1 脑萎缩:1 胸闷胸痛:1 糖尿病:1 心悸:1 乏力:1 纳差:1 痰中带血:1 消瘦:1 头昏乏力:1 斑块形成:1 抗血小板聚集:1 精神软:1 精神分裂症:1 浮肿:1 感染:1 湿罗音:1 化脓:1 囊肿:1 抽搐:1 腔梗:1 自行停药:1 睡眠障碍:1 高血压病:1 
耳部皮下肿物,肿物:2 手术治疗:1 囊肿:1 流脓:1 痒:1 破溃:1 
趾(指肌腱断裂,出血:3 疼痛:3 活动受限:2 舌质淡:2 脉弦:2 长伸肌腱几近全断裂:1 骨折:1 轧割:1 割伤:1 乏力:1 压痛明显:1 肿胀:1 
十二指肠溃疡伴出血,黑便:4 紧张:2 男性:2 胃窦粘膜慢性中度浅表性炎:2 急性病程:2 呕血:2 青年:1 精神软:1 贫血:1 胃炎:1 头昏:1 肺呼吸音粗:1 心悸不适:1 肿块:1 加重:1 脉沉细:1 老年:1 女性:1 便血:1 痔疮:1 病理性杂音:1 头晕乏力:1 不适:1 腹痛:1 消化道出血:1 高血压病:1 
腓骨干骨折,昏迷:1 外伤:1 出血:1 疼痛:1 渗血:1 
静脉曲张综合症,男性:1 疼痛:1 脉涩:1 静脉曲张:1 红肿:1 右足肿痛:1 
下肢单瘫,男性:1 呛咳:1 行走不稳:1 头痛:1 无意识:1 头晕:1 高血压:1 糖尿病:1 肢体抽搐:1 乏力:1 吞咽困难:1 精神软:1 肺呼吸音粗:1 麻木:1 
酒精性肝炎,乏力:4 男性:3 纳差:2 饮酒史:2 腹胀:2 青年:1 精神软:1 贫血:1 桶状胸:1 进食:1 消瘦:1 蜘蛛痣:1 加重:1 颈静脉充盈:1 恶心:1 累:1 慢性病容:1 心悸:1 胆囊息肉:1 肝功能异常:1 肋间隙增宽:1 欲呕:1 胆囊炎:1 双上肢颤抖:1 肝区叩击痛:1 无力:1 急性病程:1 压痛明显:1 发热:1 行走不稳:1 干咳:1 腹痛:1 酗酒史:1 轻压痛:1 浮肿:1 
孕1产1孕41+1周LOT难产活婴,未及宫缩:2 停经:2 孕妇:2 胎盘:2 胎儿:1 
垂体蛛网膜囊肿术后,手术治疗:1 蛛网膜囊肿:1 囊肿:1 头痛:1 胸闷心悸:1 不适:1 畏寒发热:1 高血压:1 胸痛:1 腹痛:1 胀痛:1 视物模糊:1 
外耳道肿物,:1 鳞状细胞癌:1 头痛:1 外耳道狭窄:1 增生:1 出血:1 疼痛:1 加重:1 鼓膜窥不清:1 鼓膜未窥见:1 血迹:1 女性:1 
上肢皮肤感染,胀痛:1 皮温高:1 红肿:1 女性:1 老年:1 
高热惊厥,抽搐:5 发热:5 咽充血:4 肺呼吸音粗:2 精神软:1 下肢肢端微凉:1 出血:1 皮疹:1 病理性杂音:1 扁桃体I°肿:1 
脑外伤后综合症,精神软:1 左侧肢体:1 脉弦滑:1 渗血:1 腹膨隆:1 颅骨缺损:1 舌暗红:1 
左卵巢畸胎瘤蒂扭转,囊肿:1 强迫:1 触痛:1 出血:1 腹痛:1 子宫偏大:1 压痛明显:1 
支气管肺炎（喘型,咽稍红:2 肺呼吸音粗:2 咳喘:1 咳嗽:1 哮鸣音:1 发热:1 
胸壁结缔组织良性肿瘤,肿块:1 血糖偏高:1 全腹及反跳痛:1 
额叶肿瘤,恶心:1 肺部结节:1 出血:1 颅内多发占位伴出血:1 乏力:1 精神萎靡:1 突发头痛:1 女性:1 
起博器综合征,男性:1 喘息:1 呼吸困难:1 粘稠痰:1 起搏器植入术后:1 胸闷:1 心悸:1 浮肿:1 气促:1 端坐呼吸:1 
腔隙性脑梗塞,头晕:2 双下肢水肿:2 左侧基底节区:2 精神软:1 男性:1 不适:1 短暂性脑缺血发作:1 两侧侧脑室旁缺血性改变:1 腔梗灶:1 麻木:1 女性:1 
孕2产1孕37+6周ROA难产活婴,胎盘:1 阴道流液:1 浮肿:1 停经:1 孕妇:1 脐带绕颈一圈:1 不规则宫缩:1 
孕1产1孕40+4周LOA平产活婴,阴道见红:1 囊肿:1 不适:1 隐痛:1 胎盘:1 浮肿:1 停经:1 孕妇:1 
腰椎椎管狭窄,腰椎:5 加重:4 麻木:4 活动受限:3 腰痛:2 腰腿痛:2 退变:2 椎管狭窄:2 椎间盘膨出:2 老年:2 男性:2 压痛明显:2 椎间盘突出:2 疼痛:2 椎体:2 腰椎退行性改变:1 腰椎间盘突出:1 跛行:1 行走不能:1 肌力下降:1 无力:1 女性:1 椎旁压痛:1 活动轻度受限:1 腰腿疼痛:1 不适:1 椎间盘膨出伴向后方轻度突出:1 腰椎退行性变:1 
胎儿宫内窘迫,剖宫产:2 羊水偏少:1 发热:1 胎盘:1 皮疹:1 胎儿:1 停经:1 孕妇:1 手术史:1 肺呼吸音粗:1 
腹水,囊肿:3 贫血:2 紧张:2 腹水:2 脾大:2 老年:2 男性:2 腹胀:2 浮肿:2 皮肤巩膜黄染:1 心包积液:1 盆腔少量积液:1 肝硬化:1 胸闷:1 主动脉瓣钙化:1 左室增大:1 静脉曲张:1 女性:1 胆囊炎:1 腹膨隆:1 腹泻:1 病理性杂音:1 慢性肝病:1 胆囊结石:1 胸腔积液:1 胃癌术后:1 脾肿大:1 肾囊肿:1 
股静脉血栓形成,男性:1 老年:1 血栓:1 疼痛:1 肿胀:1 
椎基底动脉综合征,男性:6 头晕:6 高血压:4 糖尿病:3 女性:3 精神软:2 无意识:2 甲状腺结节:2 胸闷:2 心肺听诊异常:2 麻木:2 腹痛:2 腰痛:1 肾结石:1 眩晕症:1 头昏:1 脂肪肝:1 脑梗死病史:1 保守治疗:1 右侧卵巢囊性结构:1 便秘:1 起搏器植入术后:1 加重:1 肢体抽搐:1 老年:1 胰腺术后:1 心动过缓:1 视物模糊:1 脑出血病史:1 胆囊炎:1 前列腺病史:1 增生:1 车祸:1 颈椎退变:1 耳鸣:1 行走不稳:1 椎间盘左后突出:1 左眼视物不清:1 骨折:1 外伤:1 动脉粥样硬化:1 肝囊肿:1 肾囊肿:1 轻度脱髓鞘改变:1 脑梗塞:1 血糖控制欠佳:1 轻压痛:1 浮肿:1 高血压病:1 气促:1 
胆管恶性肿瘤术后,手术治疗:1 高血压:1 肿瘤:1 贫血:1 脉细滑:1 慢性病容:1 苔黄腻:1 皮疹:1 腹痛:1 精神软:1 浮肿:1 高血压病:1 恶液质:1 女性:1 上腹压痛:1 
有机磷中毒,呕吐:4 女性:3 精神软:3 男性:2 肺呼吸音粗:2 外伤:2 抽搐:2 血压偏低:1 腰痛:1 晕厥:1 蛛血:1 昏迷:1 两肺干湿性啰音:1 两肺多发渗出:1 咳痰:1 糖尿病:1 乏力:1 老年:1 饮酒史:1 肾功能正常:1 头晕不适:1 头痛:1 感染:1 高血压:1 抑郁症:1 脑白质脱髓鞘改变:1 全身不适:1 意识障碍:1 意识不清:1 骨折:1 摔倒:1 气促:1 高血压病:1 椎体:1 畏寒:1 
肠粘连,脉滑数:1 中上腹压痛:1 苔薄黄:1 腹痛:1 子宫肌瘤:1 高血压病:1 女性:1 肠梗阻:1 陈旧性手术疤痕:1 
踝关节骨折（右内踝,车祸:1 活动受限:1 骨折:1 疼痛:1 右踝肿痛:1 
